Driver,Team,LapNumber,micro_sector,Speed,Throttle,Brake,rpm,TyreLife,AirTemp,LapTimeSeconds,TimeSeconds
BOT,Alfa Romeo,31,69,166.5,0.0,100.0,9684.75,1.0,26.6,91.308,1.2000000000000002
HUL,Haas F1 Team,31,93,249.0,93.0,0.0,11436.0,17.0,26.6,90.593,0.8800000000000001
VER,Red Bull Racing,32,44,305.5,100.0,0.0,10854.5,15.0,26.6,89.1,0.6000000000000001
HAM,Mercedes,32,14,256.5,84.0,0.0,10667.5,16.0,26.6,89.876,0.6000000000000001
GAS,Alpine,32,0,229.0,100.0,0.0,11632.0,14.0,26.6,92.563,0.5220000000000056
RUS,Mercedes,32,30,213.0,100.0,0.0,11073.0,17.0,26.6,89.692,0.6000000000000001
STR,Aston Martin,32,8,181.0,97.25,0.0,11404.0,10.0,26.6,89.831,1.08
MAG,Haas F1 Team,31,68,221.5,0.0,100.0,9264.5,8.0,26.6,90.631,1.08
RIC,AlphaTauri,32,1,80.0,40.8,0.0,6991.9,0.0,26.6,110.05800000000002,2.36
TSU,AlphaTauri,32,12,237.66666666666666,83.66666666666667,0.0,10772.666666666666,9.0,26.6,89.968,0.92
GAS,Alpine,32,1,241.66666666666666,100.0,0.0,10717.333333333334,14.0,26.6,92.563,0.92
LEC,Ferrari,32,33,262.0,99.0,0.0,10466.0,14.0,26.6,89.815,0.6000000000000001
ALO,Aston Martin,32,18,273.0,99.5,0.0,11358.5,20.0,26.6,89.807,0.6000000000000001
PER,Red Bull Racing,32,26,116.28571428571429,0.0,100.0,8076.857142857143,14.0,26.6,89.314,1.76
SAI,Ferrari,31,99,213.66666666666666,99.0,0.0,11407.0,7.0,26.6,89.764,0.92
PIA,McLaren,32,21,288.5,99.0,0.0,11521.0,18.0,26.6,89.847,0.6000000000000001
OCO,Alpine,32,5,258.0,50.0,50.0,11203.0,16.0,26.6,90.243,0.6000000000000001
VER,Red Bull Racing,32,45,304.6666666666667,100.0,0.0,10776.0,15.0,26.6,89.09999999999998,0.76
RUS,Mercedes,32,31,233.75,100.0,0.0,11083.0,17.0,26.6,89.692,0.9600000000000001
ALB,Williams,31,91,239.5,83.0,0.0,11344.5,14.0,26.6,90.555,0.9600000000000001
HAM,Mercedes,32,15,255.0,65.0,0.0,10548.666666666666,16.0,26.6,89.87600000000002,0.76
ALO,Aston Martin,32,19,279.0,100.0,0.0,10702.666666666666,20.0,26.6,89.807,0.68
HUL,Haas F1 Team,31,94,248.66666666666666,94.33333333333333,0.0,11475.0,17.0,26.6,90.593,0.68
ZHO,Alfa Romeo,31,89,211.33333333333334,100.0,0.0,11436.333333333334,17.0,26.6,90.935,0.68
LEC,Ferrari,32,34,270.6666666666667,99.0,0.0,10835.333333333334,14.0,26.6,89.815,0.68
SAR,Williams,31,88,178.75,100.0,0.0,11227.5,15.0,26.6,90.647,0.9600000000000001
PIA,McLaren,32,22,291.6666666666667,99.0,0.0,11656.666666666666,18.0,26.6,89.847,0.68
GAS,Alpine,32,2,255.75,100.0,0.0,11132.5,14.0,26.6,92.563,0.8400000000000001
TSU,AlphaTauri,32,13,244.5,100.0,0.0,11167.25,9.0,26.6,89.968,0.8400000000000001
BOT,Alfa Romeo,31,70,143.83333333333334,27.666666666666668,0.0,9026.333333333334,1.0,26.6,91.308,1.28
NOR,McLaren,32,29,165.4,97.2,0.0,11162.8,17.0,26.6,89.842,1.0
OCO,Alpine,32,6,190.6,0.0,100.0,10659.8,16.0,26.6,90.243,1.0
VER,Red Bull Racing,32,46,303.0,100.0,0.0,10759.0,15.0,26.6,89.1,0.48000000000000004
STR,Aston Martin,32,9,207.75,99.0,0.0,11356.5,10.0,26.6,89.831,0.8400000000000001
HAM,Mercedes,32,16,251.75,83.25,0.0,10563.25,16.0,26.6,89.876,0.8400000000000001
SAI,Ferrari,32,0,230.0,99.0,0.0,10688.0,8.0,26.6,89.897,0.5360000000000014
MAG,Haas F1 Team,31,69,177.2,0.0,80.0,9996.4,8.0,26.6,90.631,1.12
PIA,McLaren,32,23,291.6666666666667,99.0,0.0,11611.333333333334,18.0,26.6,89.847,0.64
SAI,Ferrari,32,1,243.5,99.0,0.0,11280.0,8.0,26.6,89.897,0.92
LEC,Ferrari,32,35,278.0,99.0,0.0,11203.0,14.0,26.6,89.815,0.92
ZHO,Alfa Romeo,31,90,232.75,100.0,0.0,10846.75,17.0,26.6,90.935,0.92
RUS,Mercedes,32,32,250.33333333333334,100.0,0.0,10644.0,17.0,26.6,89.692,0.64
HUL,Haas F1 Team,31,95,189.0,0.0,100.0,10073.4,17.0,26.6,90.593,1.08
ALO,Aston Martin,32,20,283.3333333333333,100.0,0.0,10441.666666666666,20.0,26.6,89.807,0.64
ALB,Williams,31,92,240.0,57.333333333333336,0.0,11380.666666666666,14.0,26.6,90.555,0.64
SAR,Williams,31,89,206.25,100.0,0.0,11407.75,15.0,26.6,90.647,0.8
VER,Red Bull Racing,32,47,298.3333333333333,33.0,33.333333333333336,10561.666666666666,15.0,26.6,89.09999999999998,0.64
GAS,Alpine,32,3,263.0,100.0,0.0,11426.333333333334,14.0,26.6,92.563,0.6000000000000001
TSU,AlphaTauri,32,14,252.0,81.0,0.0,11261.5,9.0,26.6,89.968,0.801
PER,Red Bull Racing,32,27,98.0,28.88888888888889,0.0,7250.444444444444,14.0,26.6,89.314,1.8410000000000002
STR,Aston Martin,32,10,229.25,99.0,0.0,10941.25,10.0,26.6,89.831,0.881
ALB,Williams,31,93,238.5,78.75,0.0,11391.25,14.0,26.6,90.555,0.881
ALO,Aston Martin,32,21,286.3333333333333,99.33333333333333,0.0,10553.666666666666,20.0,26.6,89.807,0.641
HAM,Mercedes,32,17,257.6666666666667,100.0,0.0,10799.666666666666,16.0,26.6,89.87600000000002,0.641
PIA,McLaren,32,24,280.25,25.0,25.0,11247.75,18.0,26.6,89.847,0.881
NOR,McLaren,32,30,204.6,99.0,0.0,11123.6,17.0,26.6,89.842,1.041
OCO,Alpine,32,7,148.0,13.0,66.66666666666667,8643.333333333334,16.0,26.6,90.243,1.3210000000000002
RUS,Mercedes,32,33,262.0,100.0,0.0,10889.25,17.0,26.6,89.692,0.881
SAI,Ferrari,32,2,258.0,99.0,0.0,11370.25,8.0,26.6,89.897,0.761
ZHO,Alfa Romeo,31,91,243.5,71.75,0.0,11173.0,17.0,26.6,90.935,0.761
BOT,Alfa Romeo,31,71,157.5,72.33333333333333,0.0,10113.5,1.0,26.6,91.308,1.241
VER,Red Bull Racing,32,48,252.5,0.0,100.0,9241.75,15.0,26.6,89.1,0.761
MAG,Haas F1 Team,31,70,152.33333333333334,22.166666666666668,0.0,9554.5,8.0,26.6,90.63100000000001,1.241
LEC,Ferrari,32,36,284.6666666666667,99.0,0.0,11449.0,14.0,26.6,89.815,0.601
RIC,AlphaTauri,32,2,80.0,40.7,0.0,6980.7,0.0,26.6,110.05800000000002,2.121
HUL,Haas F1 Team,31,96,130.42857142857142,0.0,57.142857142857146,8093.428571428572,17.0,26.6,90.593,1.401
GAS,Alpine,32,4,267.6666666666667,100.0,0.0,11577.0,14.0,26.6,92.563,0.601
SAR,Williams,31,90,231.0,100.0,0.0,11161.5,15.0,26.6,90.647,0.881
ALO,Aston Martin,32,22,290.0,100.0,0.0,10682.0,20.0,26.6,89.807,0.68
HAM,Mercedes,32,18,264.3333333333333,100.0,0.0,11045.666666666666,16.0,26.6,89.87600000000002,0.68
TSU,AlphaTauri,32,15,252.33333333333334,87.0,0.0,11284.666666666666,9.0,26.6,89.968,0.68
LEC,Ferrari,32,37,289.0,99.0,0.0,11623.333333333334,14.0,26.6,89.815,0.6400000000000001
STR,Aston Martin,32,11,238.0,80.66666666666667,0.0,11393.0,10.0,26.6,89.831,0.6400000000000001
ALB,Williams,31,94,239.0,42.25,50.0,11083.25,14.0,26.6,90.555,0.8
PIA,McLaren,32,25,192.6,0.0,100.0,9947.8,18.0,26.6,89.847,0.9600000000000001
RUS,Mercedes,32,34,272.3333333333333,100.0,0.0,11278.333333333334,17.0,26.6,89.692,0.6400000000000001
SAI,Ferrari,32,3,266.0,99.0,0.0,10632.666666666666,8.0,26.6,89.897,0.64
NOR,McLaren,32,31,230.75,99.0,0.0,10808.25,17.0,26.6,89.842,0.8
GAS,Alpine,32,5,267.5,25.0,0.0,11402.25,14.0,26.6,92.563,0.8
VER,Red Bull Racing,32,49,141.85714285714286,0.0,100.0,9293.857142857143,15.0,26.6,89.1,1.52
ZHO,Alfa Romeo,31,92,238.0,73.0,0.0,10959.5,17.0,26.6,90.935,0.8
HAM,Mercedes,32,19,271.25,100.0,0.0,11304.75,16.0,26.6,89.876,0.72
TSU,AlphaTauri,32,16,255.75,100.0,0.0,11549.25,9.0,26.6,89.968,0.72
SAR,Williams,31,91,239.5,72.5,0.0,11270.25,15.0,26.6,90.647,0.72
OCO,Alpine,32,8,155.0,81.16666666666667,0.0,9497.333333333334,16.0,26.6,90.243,1.24
ALO,Aston Martin,32,23,290.0,99.75,0.0,10662.25,20.0,26.6,89.807,0.72
BOT,Alfa Romeo,31,72,182.0,92.0,0.0,11717.5,1.0,26.6,91.308,0.72
MAG,Haas F1 Team,31,71,158.0,62.4,0.0,10127.6,8.0,26.6,90.631,1.04
RUS,Mercedes,32,35,278.75,100.0,0.0,11179.5,17.0,26.6,89.692,0.72
LEC,Ferrari,32,38,292.3333333333333,99.0,0.0,11005.666666666666,14.0,26.6,89.815,0.52
STR,Aston Martin,32,12,242.75,99.25,0.0,11100.0,10.0,26.6,89.831,0.72
SAI,Ferrari,32,4,269.6666666666667,99.0,0.0,10846.666666666666,8.0,26.6,89.897,0.56
PER,Red Bull Racing,32,28,134.8,80.0,0.0,9945.8,14.0,26.6,89.314,1.28
ALB,Williams,31,95,182.0,0.0,100.0,10427.5,14.0,26.6,90.555,0.88
GAS,Alpine,32,6,224.0,0.0,100.0,10958.666666666666,14.0,26.6,92.563,0.72
HUL,Haas F1 Team,31,97,122.6,38.0,0.0,7943.2,17.0,26.6,90.593,1.4000000000000001
NOR,McLaren,32,32,246.33333333333334,99.0,0.0,11303.0,17.0,26.6,89.842,0.72
ZHO,Alfa Romeo,31,93,239.33333333333334,94.33333333333333,0.0,11116.666666666666,17.0,26.6,90.935,0.72
PIA,McLaren,32,26,120.83333333333333,0.0,83.33333333333333,8162.833333333333,18.0,26.6,89.847,1.7200000000000002
TSU,AlphaTauri,32,17,261.0,100.0,0.0,10693.5,9.0,26.6,89.968,0.52
ALO,Aston Martin,32,24,289.0,100.0,0.0,10648.0,20.0,26.6,89.807,0.52
SAR,Williams,31,92,236.33333333333334,61.333333333333336,0.0,11259.333333333334,15.0,26.6,90.647,0.92
HAM,Mercedes,32,20,276.0,100.0,0.0,11419.0,16.0,26.6,89.876,0.52
LEC,Ferrari,32,39,296.5,99.0,0.0,10589.0,14.0,26.6,89.815,0.52
STR,Aston Martin,32,13,253.0,99.0,0.0,10585.5,10.0,26.6,89.831,0.72
BOT,Alfa Romeo,31,73,208.66666666666666,100.0,0.0,11370.666666666666,1.0,26.6,91.308,1.0
SAI,Ferrari,32,5,272.5,52.0,50.0,10821.5,8.0,26.6,89.897,0.72
RUS,Mercedes,32,36,285.0,100.0,0.0,10494.0,17.0,26.6,89.692,0.32
RUS,Mercedes,32,37,290.3333333333333,100.0,0.0,10704.0,17.0,26.6,89.692,1.0
MAG,Haas F1 Team,31,72,182.0,77.0,0.0,10907.75,8.0,26.6,90.631,1.1600000000000001
OCO,Alpine,32,9,201.33333333333334,99.66666666666667,0.0,10674.333333333334,16.0,26.6,90.243,1.0
ALB,Williams,31,96,121.28571428571429,0.2857142857142857,57.142857142857146,8599.42857142857,14.0,26.6,90.55499999999999,1.7590000000000001
TSU,AlphaTauri,32,18,267.5,100.0,0.0,10702.0,9.0,26.6,89.968,0.68
GAS,Alpine,32,7,151.33333333333334,7.833333333333333,33.333333333333336,8825.0,14.0,26.6,92.563,1.599
RIC,AlphaTauri,32,3,80.0,43.54545454545455,0.0,6986.363636363636,0.0,26.6,110.058,2.7190000000000003
LEC,Ferrari,32,40,299.5,99.0,0.0,10661.5,14.0,26.6,89.815,0.68
HAM,Mercedes,32,21,282.0,100.0,0.0,10413.5,16.0,26.6,89.876,0.68
ALO,Aston Martin,32,25,195.5,0.0,100.0,9479.75,20.0,26.6,89.807,1.1600000000000001
ZHO,Alfa Romeo,31,94,247.0,89.0,50.0,11181.0,17.0,26.6,90.935,0.68
NOR,McLaren,32,33,261.0,99.0,0.0,10699.5,17.0,26.6,89.842,0.68
VER,Red Bull Racing,32,50,73.0,21.727272727272727,18.181818181818183,6505.636363636364,15.0,26.6,89.1,2.7190000000000003
SAR,Williams,31,93,241.0,100.0,0.0,11336.0,15.0,26.6,90.647,0.76
STR,Aston Martin,32,14,260.6666666666667,87.0,0.0,10911.0,10.0,26.6,89.831,0.76
PER,Red Bull Racing,32,29,190.5,100.0,0.0,10947.25,14.0,26.6,89.314,1.0
SAI,Ferrari,32,6,200.8,0.0,100.0,9702.6,8.0,26.6,89.897,1.199
ZHO,Alfa Romeo,31,95,188.2,0.0,100.0,9410.0,17.0,26.6,90.935,1.079
NOR,McLaren,32,34,271.0,99.0,0.0,10857.333333333334,17.0,26.6,89.842,0.72
HUL,Haas F1 Team,31,98,158.4,93.6,0.0,10718.6,17.0,26.6,90.593,1.079
LEC,Ferrari,32,41,301.3333333333333,99.0,0.0,10724.333333333334,14.0,26.6,89.815,0.72
HAM,Mercedes,32,22,287.5,100.0,0.0,10587.25,16.0,26.6,89.876,0.919
BOT,Alfa Romeo,31,74,229.0,100.0,0.0,10986.0,1.0,26.6,91.308,0.919
TSU,AlphaTauri,32,19,275.5,100.0,0.0,10937.25,9.0,26.6,89.968,0.919
OCO,Alpine,32,10,221.0,99.75,0.0,11168.25,16.0,26.6,90.243,0.759
RUS,Mercedes,32,38,294.6666666666667,100.0,0.0,10884.0,17.0,26.6,89.692,0.599
PIA,McLaren,32,27,96.0,17.75,0.0,6965.0,18.0,26.6,89.847,1.719
MAG,Haas F1 Team,31,73,201.75,92.75,0.0,11081.0,8.0,26.6,90.631,0.919
ALO,Aston Martin,32,26,119.57142857142857,0.0,85.71428571428571,8269.42857142857,20.0,26.6,89.807,1.5590000000000002
STR,Aston Martin,32,15,261.0,95.33333333333333,0.0,10938.0,10.0,26.6,89.831,0.599
SAR,Williams,31,94,242.66666666666666,33.333333333333336,33.333333333333336,11239.0,15.0,26.6,90.647,0.599
NOR,McLaren,32,35,277.6666666666667,99.0,0.0,11148.666666666666,17.0,26.6,89.842,0.679
PER,Red Bull Racing,32,30,216.75,100.0,0.0,11187.75,14.0,26.6,89.314,0.879
LEC,Ferrari,32,42,303.3333333333333,99.0,0.0,10811.0,14.0,26.6,89.815,0.679
SAI,Ferrari,32,7,152.0,13.8,60.0,9396.6,8.0,26.6,89.897,1.12
RUS,Mercedes,32,39,298.6666666666667,100.0,0.0,10951.666666666666,17.0,26.6,89.692,0.68
GAS,Alpine,32,8,152.4,80.0,0.0,9390.8,14.0,26.6,92.563,1.12
TSU,AlphaTauri,32,20,279.6666666666667,100.0,0.0,11092.333333333334,9.0,26.6,89.968,0.68
BOT,Alfa Romeo,31,75,246.25,100.0,0.0,11307.75,1.0,26.6,91.308,0.8400000000000001
HAM,Mercedes,32,23,289.0,100.0,0.0,10637.0,16.0,26.6,89.876,0.48
ZHO,Alfa Romeo,31,96,125.33333333333333,0.0,66.66666666666667,9022.0,17.0,26.6,90.935,1.56
ALB,Williams,31,97,120.16666666666667,48.833333333333336,0.0,9260.0,14.0,26.6,90.555,1.56
STR,Aston Martin,32,16,264.25,98.75,0.0,11074.25,10.0,26.6,89.831,0.9600000000000001
HUL,Haas F1 Team,31,99,199.2,100.0,0.0,10823.4,17.0,26.6,90.593,1.2000000000000002
OCO,Alpine,32,11,235.0,95.0,0.0,10621.0,16.0,26.6,90.243,0.68
SAR,Williams,31,95,175.0,0.0,100.0,9052.8,15.0,26.6,90.647,1.2000000000000002
NOR,McLaren,32,36,284.6666666666667,99.0,0.0,11370.666666666666,17.0,26.6,89.842,0.64
LEC,Ferrari,32,43,304.6666666666667,99.0,0.0,10831.333333333334,14.0,26.6,89.815,0.64
HAM,Mercedes,32,24,289.0,100.0,0.0,10600.0,16.0,26.6,89.87600000000002,0.64
MAG,Haas F1 Team,31,74,224.5,100.0,0.0,11311.75,8.0,26.6,90.631,0.88
RUS,Mercedes,32,40,301.0,100.0,0.0,11046.5,17.0,26.6,89.692,0.44000000000000006
TSU,AlphaTauri,32,21,284.6666666666667,100.0,0.0,11214.0,9.0,26.6,89.968,0.68
PER,Red Bull Racing,32,31,229.33333333333334,100.0,0.0,11591.0,14.0,26.6,89.31400000000001,0.68
BOT,Alfa Romeo,31,76,255.5,100.0,0.0,11702.5,1.0,26.6,91.308,0.52
OCO,Alpine,32,12,241.0,86.0,0.0,10560.333333333334,16.0,26.6,90.243,0.88
ALO,Aston Martin,32,27,100.28571428571429,34.57142857142857,0.0,7645.714285714285,20.0,26.6,89.807,1.921
LEC,Ferrari,32,44,306.5,99.0,0.0,10912.0,14.0,26.6,89.815,0.6
SAI,Ferrari,32,8,152.66666666666666,78.0,0.0,10014.333333333334,8.0,26.6,89.897,1.04
VER,Red Bull Racing,32,51,98.28571428571429,38.42857142857143,0.0,7677.571428571428,15.0,26.6,89.1,1.921
NOR,McLaren,32,37,290.5,99.0,0.0,11198.5,17.0,26.6,89.842,0.6
STR,Aston Martin,32,17,268.5,99.0,0.0,11197.5,10.0,26.6,89.831,0.6
GAS,Alpine,32,9,187.0,100.0,0.0,11024.0,14.0,26.6,92.563,1.04
RIC,AlphaTauri,32,4,62.90909090909091,7.7272727272727275,72.72727272727273,5720.454545454545,0.0,26.6,110.058,2.9210000000000003
HAM,Mercedes,32,25,226.66666666666666,10.333333333333334,100.0,9260.666666666666,16.0,26.6,89.87600000000002,1.04
RUS,Mercedes,32,41,302.0,100.0,0.0,11106.5,17.0,26.6,89.692,0.6
PIA,McLaren,32,28,136.0,78.8,0.0,9941.0,18.0,26.6,89.847,1.56
SAR,Williams,31,96,117.33333333333333,11.0,16.666666666666668,7276.833333333333,15.0,26.6,90.647,1.681
BOT,Alfa Romeo,31,77,259.5,100.0,0.0,10576.0,1.0,26.6,91.308,0.8
PER,Red Bull Racing,32,32,243.5,100.0,0.0,11141.5,14.0,26.6,89.314,0.8
MAG,Haas F1 Team,31,75,241.0,100.0,0.0,11109.0,8.0,26.6,90.631,0.36
TSU,AlphaTauri,32,22,288.0,100.0,0.0,11398.0,9.0,26.6,89.968,0.36
RUS,Mercedes,32,42,304.5,100.0,0.0,11178.5,17.0,26.6,89.692,0.76
LEC,Ferrari,32,45,308.0,99.0,0.0,10939.0,14.0,26.6,89.815,0.44
ALB,Williams,31,98,172.33333333333334,100.0,0.0,10824.666666666666,14.0,26.6,90.555,0.96
HUL,Haas F1 Team,32,0,235.0,100.0,0.0,10810.0,18.0,26.6,90.845,0.7239999999999895
OCO,Alpine,32,13,248.5,100.0,0.0,11055.0,16.0,26.6,90.243,0.76
ZHO,Alfa Romeo,31,97,123.66666666666667,62.833333333333336,0.0,9746.5,17.0,26.6,90.935,1.5210000000000001
STR,Aston Martin,32,18,274.5,99.0,0.0,11446.0,10.0,26.6,89.831,0.76
MAG,Haas F1 Team,31,76,253.5,99.75,0.0,11676.25,8.0,26.6,90.631,1.161
NOR,McLaren,32,38,295.5,99.0,0.0,10456.0,17.0,26.6,89.842,0.76
TSU,AlphaTauri,32,23,288.3333333333333,67.33333333333333,0.0,11224.333333333334,9.0,26.6,89.968,0.96
PER,Red Bull Racing,32,33,264.0,100.0,0.0,10532.666666666666,14.0,26.6,89.31400000000001,0.7210000000000001
BOT,Alfa Romeo,31,78,262.6666666666667,100.0,0.0,10544.333333333334,1.0,26.6,91.308,0.7210000000000001
HAM,Mercedes,32,26,133.66666666666666,0.0,100.0,7903.166666666667,16.0,26.6,89.87600000000002,1.441
LEC,Ferrari,32,46,308.0,99.0,0.0,10932.333333333334,14.0,26.6,89.815,0.7210000000000001
HUL,Haas F1 Team,32,1,245.33333333333334,99.33333333333333,0.0,11244.333333333334,18.0,26.6,90.84499999999998,0.7210000000000001
GAS,Alpine,32,10,218.75,100.0,0.0,10978.0,14.0,26.6,92.563,0.881
SAI,Ferrari,32,9,190.6,99.0,0.0,10947.6,8.0,26.6,89.897,1.081
RUS,Mercedes,32,43,305.3333333333333,100.0,0.0,11226.0,17.0,26.6,89.692,0.561
OCO,Alpine,32,14,256.25,94.75,0.0,11258.0,16.0,26.6,90.243,0.761
STR,Aston Martin,32,19,278.3333333333333,99.0,0.0,11245.0,10.0,26.6,89.831,0.561
NOR,McLaren,32,39,299.0,99.0,0.0,10555.666666666666,17.0,26.6,89.842,0.561
ALB,Williams,31,99,204.0,100.0,0.0,10840.4,14.0,26.6,90.555,1.081
PIA,McLaren,32,29,182.0,99.0,0.0,10886.75,18.0,26.6,89.847,0.921
TSU,AlphaTauri,32,24,276.3333333333333,0.0,33.333333333333336,10786.666666666666,9.0,26.6,89.968,0.561
BOT,Alfa Romeo,31,79,263.3333333333333,100.0,0.0,10538.333333333334,1.0,26.6,91.308,0.72
HUL,Haas F1 Team,32,2,255.66666666666666,99.66666666666667,0.0,11699.333333333334,18.0,26.6,90.84499999999998,0.72
MAG,Haas F1 Team,31,77,262.3333333333333,100.0,0.0,11505.0,8.0,26.6,90.63100000000001,0.72
PER,Red Bull Racing,32,34,272.6666666666667,100.0,0.0,10814.333333333334,14.0,26.6,89.31400000000001,0.72
LEC,Ferrari,32,47,297.6666666666667,66.0,33.333333333333336,10560.0,14.0,26.6,89.815,0.72
GAS,Alpine,32,11,233.33333333333334,100.0,0.0,10319.333333333334,14.0,26.6,92.563,0.72
RUS,Mercedes,32,44,307.0,100.0,0.0,11301.666666666666,17.0,26.6,89.692,0.72
SAR,Williams,31,97,132.0,68.42857142857143,0.0,8658.714285714286,15.0,26.6,90.647,1.52
ALO,Aston Martin,32,28,141.0,79.16666666666667,0.0,10353.0,20.0,26.6,89.807,1.32
NOR,McLaren,32,40,301.0,99.0,0.0,10633.5,17.0,26.6,89.842,0.56
STR,Aston Martin,32,20,282.3333333333333,99.0,0.0,10367.0,10.0,26.6,89.831,0.72
VER,Red Bull Racing,32,52,141.16666666666666,92.66666666666667,0.0,10092.0,15.0,26.6,89.09999999999998,1.32
ZHO,Alfa Romeo,31,98,167.4,99.2,0.0,10739.4,17.0,26.6,90.935,1.12
SAI,Ferrari,32,10,217.5,99.0,0.0,11505.5,8.0,26.6,89.897,0.9600000000000001
OCO,Alpine,32,15,259.3333333333333,84.33333333333333,0.0,11340.666666666666,16.0,26.6,90.243,0.8
TSU,AlphaTauri,32,25,204.5,0.0,100.0,11424.25,9.0,26.6,89.968,0.9600000000000001
BOT,Alfa Romeo,31,80,247.75,27.25,75.0,9687.0,1.0,26.6,91.308,0.76
NOR,McLaren,32,41,304.5,99.0,0.0,10720.0,17.0,26.6,89.842,0.76
HAM,Mercedes,32,27,100.0,14.75,37.5,7339.75,16.0,26.6,89.876,1.84
MAG,Haas F1 Team,31,78,267.3333333333333,100.0,0.0,10763.0,8.0,26.6,90.63100000000001,0.6000000000000001
LEC,Ferrari,32,48,228.0,0.0,100.0,10261.5,14.0,26.6,89.815,0.76
PER,Red Bull Racing,32,35,280.3333333333333,100.0,0.0,11100.333333333334,14.0,26.6,89.31400000000001,0.6000000000000001
PIA,McLaren,32,30,214.6,99.0,0.0,11152.0,18.0,26.6,89.847,0.9600000000000001
HUL,Haas F1 Team,32,3,263.75,99.5,0.0,10727.0,18.0,26.6,90.845,0.76
STR,Aston Martin,32,21,287.0,99.0,0.0,10576.333333333334,10.0,26.6,89.831,0.6000000000000001
RUS,Mercedes,32,45,308.0,100.0,0.0,11315.666666666666,17.0,26.6,89.692,0.6000000000000001
GAS,Alpine,32,12,240.25,85.25,0.0,10566.0,14.0,26.6,92.563,0.8
RIC,AlphaTauri,32,5,25.821428571428573,24.285714285714285,53.57142857142857,6669.071428571428,0.0,26.6,110.058,7.4
OCO,Alpine,32,16,259.75,85.5,0.0,11357.0,16.0,26.6,90.243,0.72
ALB,Williams,32,0,232.66666666666666,100.0,0.0,11098.0,15.0,26.6,90.34999999999998,0.6709999999999928
MAG,Haas F1 Team,31,79,269.0,88.0,0.0,10798.666666666666,8.0,26.6,90.63100000000001,0.56
SAI,Ferrari,32,11,234.0,93.75,0.0,10781.0,8.0,26.6,89.897,0.8400000000000001
PER,Red Bull Racing,32,36,285.6666666666667,100.0,0.0,11272.333333333334,14.0,26.6,89.31400000000001,0.56
TSU,AlphaTauri,32,26,128.66666666666666,0.0,83.33333333333333,8959.666666666666,9.0,26.6,89.968,1.56
HUL,Haas F1 Team,32,4,267.3333333333333,99.33333333333333,0.0,10699.0,18.0,26.6,90.84499999999998,0.68
STR,Aston Martin,32,22,290.0,99.0,0.0,10682.0,10.0,26.6,89.831,0.68
NOR,McLaren,32,42,305.5,99.0,0.0,10770.0,17.0,26.6,89.842,0.4
RUS,Mercedes,32,46,309.0,99.5,0.0,11340.0,17.0,26.6,89.692,0.4
VER,Red Bull Racing,32,53,182.0,100.0,0.0,11175.333333333334,15.0,26.6,89.09999999999998,0.68
ALO,Aston Martin,32,29,180.66666666666666,99.0,0.0,11059.666666666666,20.0,26.6,89.807,0.68
ZHO,Alfa Romeo,31,99,202.5,100.0,0.0,10912.75,17.0,26.6,90.935,1.08
BOT,Alfa Romeo,31,81,166.4,0.0,100.0,8185.6,1.0,26.6,91.308,1.4000000000000001
LEC,Ferrari,32,49,116.85714285714286,0.0,100.0,9154.57142857143,14.0,26.6,89.81499999999998,1.84
ALB,Williams,32,1,246.0,100.0,0.0,10965.5,15.0,26.6,90.35,0.48000000000000004
SAR,Williams,31,98,176.0,100.0,0.0,10795.666666666666,15.0,26.6,90.647,0.8800000000000001
GAS,Alpine,32,13,243.5,96.5,0.0,10731.5,14.0,26.6,92.563,0.48000000000000004
PIA,McLaren,32,31,234.0,99.0,0.0,10720.0,18.0,26.6,89.847,0.48000000000000004
OCO,Alpine,32,17,262.5,97.5,0.0,11558.0,16.0,26.6,90.243,0.68
RUS,Mercedes,32,47,299.0,0.0,0.0,10899.0,17.0,26.6,89.692,0.68
NOR,McLaren,32,43,307.5,99.0,0.0,10840.5,17.0,26.6,89.842,0.68
MAG,Haas F1 Team,31,80,245.0,14.0,66.66666666666667,9715.0,8.0,26.6,90.63100000000001,1.0
PER,Red Bull Racing,32,37,291.0,100.0,0.0,11508.5,14.0,26.6,89.314,0.68
SAI,Ferrari,32,12,241.5,90.0,0.0,11258.5,8.0,26.6,89.897,0.72
STR,Aston Martin,32,23,293.0,99.0,0.0,10766.5,10.0,26.6,89.831,0.72
HUL,Haas F1 Team,32,5,258.0,0.5,50.0,10058.5,18.0,26.6,90.845,0.72
GAS,Alpine,32,14,255.0,98.33333333333333,0.0,11205.666666666666,14.0,26.6,92.563,0.96
ALO,Aston Martin,32,30,210.25,99.0,0.0,10845.25,20.0,26.6,89.807,1.1600000000000001
ALB,Williams,32,2,260.3333333333333,100.0,0.0,10873.666666666666,15.0,26.6,90.34999999999998,0.96
PIA,McLaren,32,32,251.33333333333334,99.0,0.0,11497.333333333334,18.0,26.6,89.847,0.96
VER,Red Bull Racing,32,54,215.75,100.0,0.0,11184.75,15.0,26.6,89.1,1.1600000000000001
RUS,Mercedes,32,48,251.33333333333334,0.0,100.0,8875.333333333334,17.0,26.6,89.692,0.76
NOR,McLaren,32,44,310.0,99.0,0.0,10936.5,17.0,26.6,89.842,0.56
ZHO,Alfa Romeo,32,0,231.0,100.0,0.0,10948.333333333334,18.0,26.6,90.87399999999998,0.5539999999999901
